VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
8004,"SAZERAC CO INC",4939,"Kapali Coffee",11.59,17.99,1750,10430,120883.7,10477,172157.23,114952.22,19255.57,50293.62,51273.53,29.783,1.005,1.424
4692,"KOBRAND CORPORATION",8072,"Taittinger Brut La Francais",24.99,44.99,750,4832,120751.68,4465,173745.35,82064.12,497.59,9139.38,52993.67,30.501,0.924,1.439
4425,"MARTIGNETTI COMPANIES",43872,"Joseph Carr Cab Svgn Napa",12.66,18.99,750,9517,120485.22,9219,194304.61,85644.3,1028.51,144929.24,73819.39,37.992,0.969,1.613
8112,"MOET HENNESSY USA INC",2965,"Ardbeg 10 Yr Single Malt Sc",34.64,46.99,750,3464,119992.96,3112,139529.88,106719.21,2453.62,48347.26,19536.92,14.002,0.898,1.163
2000,"SOUTHERN WINE & SPIRITS NE",39384,"F Coppola Diamond Pnt Nr",8.96,14.99,750,13381,119893.76,13775,203144.57,92416.81,1536.16,19016.59,83250.81,40.981,1.029,1.694
660,"SAZERAC NORTH AMERICA INC.",4829,"Mr Boston Blackberry Brandy",9.59,11.99,1750,12498,119855.82,12599,162256.01,85054.32,23152.33,17932.33,42400.19,26.132,1.008,1.354
10754,"PERFECTA WINES",42422,"Firesteed Pnt Nr Ore",7.84,15.99,750,15280,119795.2,14007,188405.93,77452.45,1564.13,28720.52,68610.73,36.416,0.917,1.573
3252,"E & J GALLO WINERY",31489,"Barefoot Chard Cal",5.71,8.79,1500,20966,119715.86,19586,206665.66,84338.78,4390.64,61966.91,86949.8,42.073,0.934,1.726
4692,"KOBRAND CORPORATION",6162,"Jadot Pouilly Fuisse",14.19,21.99,750,8422,119508.18,8574,188476.26,85628.08,955.42,9139.38,68968.08,36.592,1.018,1.577
8892,"TRINCHERO FAMILY ESTATES",21985,"Menage a Trois Midnight",6.59,10.99,750,18120,119410.8,17874,196130.54,83082.14,1994.3,11595.97,76719.74,39.117,0.986,1.642
660,"SAZERAC NORTH AMERICA INC.",1637,"Fleischmanns Preferred",8.13,11.49,1750,14639,119015.07,14560,169830.4,79357.35,26754.17,17932.33,50815.33,29.921,0.995,1.427
3252,"E & J GALLO WINERY",5444,"E & J Superior RSV VSOP",14.49,19.99,1750,8210,118962.9,8195,163818.05,93893.03,15061.98,61966.91,44855.15,27.381,0.998,1.377
3960,"DIAGEO NORTH AMERICA INC",3286,"Ciroc Snap Frost Vodka",36.08,47.99,1750,3283,118450.64,3287,164221.13,82856.59,6041.22,257032.07,45770.49,27.871,1.001,1.386
3960,"DIAGEO NORTH AMERICA INC",4089,"Capt Morgan White",14.59,22.99,1750,8118,118441.62,8722,193553.78,126808.35,16030.05,257032.07,75112.16,38.807,1.074,1.634
480,"BACARDI USA INC",4221,"Bacardi Gold Rum Traveler",12.94,17.99,1750,9143,118310.42,11823,213320.77,93253.86,21724.91,89286.27,95010.35,44.539,1.293,1.803
3089,"SIDNEY FRANK IMPORTING CO",5401,"Jagermeister Liqueur",4.64,5.99,200,25421,117953.44,24984,138351.16,73027.81,5246.64,8549.55,20397.72,14.743,0.983,1.173
11567,"CAMPARI AMERICA",3837,"Skyy Vodka",0.72,0.99,50,163375,117630,162879,161250.21,18428.85,8543.59,20964.81,43620.21,27.051,0.997,1.371
12546,"JIM BEAM BRANDS COMPANY",676,"Pinnacle Whipped Vodka",8.65,10.99,750,13529,117025.85,13497,149096.03,93977.82,10632.06,123880.97,32070.18,21.51,0.998,1.274
3960,"DIAGEO NORTH AMERICA INC",3495,"Ketel One Citroen Vodka",23.52,38.99,1750,4960,116659.2,4624,165384.76,109247.79,8499.07,257032.07,48725.56,29.462,0.932,1.418
9819,"TREASURY WINE ESTATES",17176,"Beringer Classic Chard",5.23,7.99,1500,22293,116592.39,23482,198440.18,68279.78,5269.95,14836.57,81847.79,41.246,1.053,1.702
12546,"JIM BEAM BRANDS COMPANY",4313,"Sauza Blue Silver Tequila",19.42,26.99,1750,6000,116520,5675,154464.25,112776.62,10431.82,123880.97,37944.25,24.565,0.946,1.326
17035,"PERNOD RICARD USA",32749,"Brancott Svgn Bl Marlboro",5.26,10.49,750,22126,116382.76,21989,203016.11,57499.95,2463.29,123780.22,86633.35,42.673,0.994,1.744
3960,"DIAGEO NORTH AMERICA INC",3396,"Smirnoff Vanilla Vodka",13.73,22.99,1750,8468,116265.64,8584,175850.16,119601.93,15777.01,257032.07,59584.52,33.884,1.014,1.512
17035,"PERNOD RICARD USA",2586,"Jameson Irish Whiskey",2.21,2.99,50,52589,116221.69,51307,153407.93,41719.47,2673.59,123780.22,37186.24,24.24,0.976,1.32
3924,"HEAVEN HILL DISTILLERIES",4563,"Christian Bros Brandy",12.14,16.99,1750,9567,116143.38,9628,173593.72,112257.96,17695.67,14069.87,57450.34,33.095,1.006,1.495
8352,"LUXCO INC",1174,"Rebel Yell",15.87,19.99,1750,7292,115724.04,7131,147438.69,100689.35,13107.27,10261.6,31714.65,21.51,0.978,1.274
9552,"M S WALKER INC",34904,"Smoking Loon Chard",4.68,6.79,750,24663,115422.84,23344,176844.86,57211.31,2612.89,55551.82,61422.02,34.732,0.947,1.532
3960,"DIAGEO NORTH AMERICA INC",2755,"Johnnie Walker Red Label",19.68,24.99,750,5856,115246.08,5755,143817.45,105082.95,4536.79,257032.07,28571.37,19.866,0.983,1.248
3960,"DIAGEO NORTH AMERICA INC",2494,"Crown Royal Regal Apple",31,39.99,1750,3703,114793,3851,180958.49,139137.39,7079.63,257032.07,66165.49,36.564,1.04,1.576
9552,"M S WALKER INC",41072,"Angeline Pnt Nr Rsv",8.16,13.99,750,14058,114713.28,14310,190470.9,78285.07,1597.71,55551.82,75757.62,39.774,1.018,1.66
9165,"ULTRA BEVERAGE COMPANY LLP",3654,"Patron Reposado Tequila",39.39,53.99,750,2904,114388.56,2753,147999.47,112866.02,2171.1,68054.7,33610.91,22.71,0.948,1.294
8004,"SAZERAC CO INC",3237,"Firefly Sweet Tea Vodka",18.17,25.99,1750,6292,114325.64,5976,151349.24,93910.04,10983.01,50293.62,37023.6,24.462,0.95,1.324
12546,"JIM BEAM BRANDS COMPANY",3502,"Pinnacle Vodka",8.14,10.99,750,14035,114244.9,13867,157942.33,104819.33,10924.59,123880.97,43697.43,27.667,0.988,1.382
9819,"TREASURY WINE ESTATES",41253,"Ch St Jean Cab Svgn Cal",6.09,9.99,750,18750,114187.5,19284,194248.56,66711.77,2157.41,14836.57,80061.06,41.216,1.028,1.701
3960,"DIAGEO NORTH AMERICA INC",3871,"Smirnoff Watermelon Vodka",8.2,10.99,750,13903,114004.6,13637,163212.63,98559.09,10741.64,257032.07,49208.03,30.15,0.981,1.432
9552,"M S WALKER INC",3038,"Zhenka Raspberry Vodka",7.13,9.99,1750,15984,113965.92,15887,161886.13,80559.28,29192.21,55551.82,47920.21,29.601,0.994,1.42
3960,"DIAGEO NORTH AMERICA INC",3316,"Ciroc Peach Vodka",8.88,11.99,375,12815,113797.2,12459,152526.41,46352.91,4896.9,257032.07,38729.21,25.392,0.972,1.34
1392,"CONSTELLATION BRANDS INC",41751,"Clos du Bois Pnt Grigio Cal",6.2,8.99,750,18344,113732.8,16563,157241.37,58262.38,1851.01,79528.99,43508.57,27.67,0.903,1.383
7245,"PROXIMO SPIRITS INC.",77,"Three Olives Espresso Vodka",10.39,12.99,750,10932,113583.48,10429,143416.71,85655.8,8214.33,38994.78,29833.23,20.802,0.954,1.263
7245,"PROXIMO SPIRITS INC.",3766,"Three Olives Grape Vodka",9.35,12.99,750,12125,113368.75,12201,161089.99,90124.93,9609.1,38994.78,47721.24,29.624,1.006,1.421
3960,"DIAGEO NORTH AMERICA INC",3923,"Don Julio 1942 Anejo Tequila",106.34,133.99,750,1066,113358.44,1021,136151.79,118659.1,805.63,257032.07,22793.35,16.741,0.958,1.201
3960,"DIAGEO NORTH AMERICA INC",4385,"Parrot Bay 90 Coconut Capt",16.54,22.99,1750,6853,113348.62,6837,167640.63,112987.01,12566.58,257032.07,54292.01,32.386,0.998,1.479
2561,"EDRINGTON AMERICAS",2989,"The Macallan 18 Yr Old",192.59,259.99,750,588,113242.92,502,130514.98,107375.87,396.08,9654.5,17272.06,13.234,0.854,1.153
9815,"WINE GROUP INC",27350,"Almaden Cab Svgn Cal B/B",10.8,17.99,5000,10476,113140.8,10492,173797.08,111520.99,7869,27100.41,60656.28,34.901,1.002,1.536
10754,"PERFECTA WINES",18743,"Ca'Momi Merlot Napa Valley",6.8,9.99,750,16616,112988.8,14701,154967.99,47540.43,1646.31,28720.52,41979.19,27.089,0.885,1.372
9552,"M S WALKER INC",31909,"Catena Lunlunta Malbec Argn",12.9,19.99,750,8758,112978.2,9809,187011.91,93670.12,1092.18,55551.82,74033.71,39.588,1.12,1.655
480,"BACARDI USA INC",3830,"Grey Goose L'Orange Vodka",18.45,23.99,750,6120,112914,6400,157610,101188.04,5042.76,89286.27,44696,28.359,1.046,1.396
12546,"JIM BEAM BRANDS COMPANY",4682,"Courvoisier VSOP Cognac",26.92,34.99,750,4193,112875.56,3833,137866.67,96514.22,3021.34,123880.97,24991.11,18.127,0.914,1.221
660,"SAZERAC NORTH AMERICA INC.",4916,"Mr Boston Coffee Brandy",7.87,11.99,1750,14338,112840.06,14187,165412.13,89945.55,26069.17,17932.33,52572.07,31.782,0.989,1.466
9815,"WINE GROUP INC",24875,"Glen Ellen Merlot RSV",4.57,6.99,1500,24687,112819.59,23589,164887.11,70571.04,5286.97,27100.41,52067.52,31.578,0.956,1.462
17035,"PERNOD RICARD USA",5750,"Malibu Rum Traveler",8.69,11.99,750,12969,112700.61,12684,162655.16,89114.87,9989.81,123780.22,49954.55,30.712,0.978,1.443
9819,"TREASURY WINE ESTATES",35914,"Stone Cellars Chard",5.51,8.99,1500,20444,112646.44,20468,185085.32,64575.82,4593.32,14836.57,72438.88,39.138,1.001,1.643
1128,"BROWN-FORMAN CORP",1595,"Gentleman Jack",10.93,15.99,375,10266,112207.38,10189,151074.11,100860.45,3996.91,68601.68,38866.73,25.727,0.992,1.346
4425,"MARTIGNETTI COMPANIES",17345,"Bogle Essential Red",6.01,8.95,750,18650,112086.5,18136,186549.84,73220.31,2025.72,144929.24,74463.34,39.916,0.972,1.664
8112,"MOET HENNESSY USA INC",2619,"Glenmorangie Original 10 Yr",51.58,64.99,1750,2162,111515.96,2221,148432.79,116162.65,4083.42,48347.26,36916.83,24.871,1.027,1.331
4425,"MARTIGNETTI COMPANIES",21609,"Josh Cellars Legacy Red",9.58,14.99,750,11626,111377.08,10977,156988.39,60905.32,1226.81,144929.24,45611.31,29.054,0.944,1.41
3960,"DIAGEO NORTH AMERICA INC",3054,"Smirnoff Kissed Caramel",8.14,12.99,750,13670,111273.8,13722,161026.78,83612.14,10806.7,257032.07,49752.98,30.897,1.004,1.447
9165,"ULTRA BEVERAGE COMPANY LLP",984,"Patron XO Cafe Liqueur",20.63,25.99,750,5380,110989.4,5482,143414.18,99821.86,4320.84,68054.7,32424.78,22.609,1.019,1.292
12546,"JIM BEAM BRANDS COMPANY",1394,"Makers Mark",12.68,16.49,375,8682,110087.76,8381,142141.19,104122.1,3284.74,123880.97,32053.43,22.55,0.965,1.291
3252,"E & J GALLO WINERY",16289,"Barefoot Bubbly Pink Moscato",5.19,7.99,750,21197,110012.43,21288,169534.88,64542.99,2379.01,61966.91,59522.45,35.109,1.004,1.541
8673,"STE MICHELLE WINE ESTATES",14129,"14 Hands Hot to Trot Red",6.01,8.95,750,18304,110007.04,18972,168780.04,62372.15,2120.83,15919.7,58773,34.822,1.036,1.534
3252,"E & J GALLO WINERY",44511,"MacMurray Ranch C Cst Pnt Nr",9.49,15.49,750,11590,109989.1,12155,186135.73,78515.82,1356.17,61966.91,76146.63,40.909,1.049,1.692
8673,"STE MICHELLE WINE ESTATES",32108,"Erath Pnt Nr Oregon",10.31,14.99,750,10667,109976.77,10493,164008.15,76002.46,1169.56,15919.7,54031.38,32.944,0.984,1.491
3960,"DIAGEO NORTH AMERICA INC",3821,"Smirnoff Vanilla Vodka",8.2,10.99,750,13363,109576.6,13161,159783.39,100968.86,10367.75,257032.07,50206.79,31.422,0.985,1.458
4425,"MARTIGNETTI COMPANIES",10609,"Oyster Bay Chard Marlboro",7.84,11.99,750,13963,109469.92,12925,127787.99,37366.67,1447.71,144929.24,18318.07,14.335,0.926,1.167
3960,"DIAGEO NORTH AMERICA INC",388,"Smirnoff 80 Proof",11.41,14.49,1000,9591,109433.31,9362,135655.38,59916.15,9830.1,257032.07,26222.07,19.33,0.976,1.24
2561,"EDRINGTON AMERICAS",2954,"Highland Park 12 Yr Single",35.87,49.99,750,3035,108865.45,2751,138993.49,108444.56,2169.21,9654.5,30128.04,21.676,0.906,1.277
1392,"CONSTELLATION BRANDS INC",6976,"Ruffino Chianti Clsc RSV Tan",12.74,18.99,750,8540,108799.6,8491,167311.09,79659.71,945.95,79528.99,58511.49,34.972,0.994,1.538
3960,"DIAGEO NORTH AMERICA INC",4135,"Smirnoff Blueberry Vodka",0.78,0.99,50,139240,108607.2,138962,137572.38,18979.29,7284.71,257032.07,28965.18,21.055,0.998,1.267
3252,"E & J GALLO WINERY",4502,"E & J XO Brandy",16.17,21.99,1750,6695,108258.15,6639,145991.61,102561.36,12203.62,61966.91,37733.46,25.846,0.992,1.349
7239,"REMY COINTREAU USA INC",4528,"Remy Martin XO Cognac",106.86,139.99,750,1013,108249.18,851,129066.49,100698.38,671.03,16978.67,20817.31,16.129,0.84,1.192
9552,"M S WALKER INC",4153,"Jenkins Rum",9.59,11.99,1750,11283,108203.97,11208,138811.92,77310.88,20596.43,55551.82,30607.95,22.05,0.993,1.283
12546,"JIM BEAM BRANDS COMPANY",4291,"Ronrico Gold",10.39,12.99,1750,10407,108128.73,10279,133524.21,80070.36,18890.28,123880.97,25395.48,19.019,0.988,1.235
8112,"MOET HENNESSY USA INC",2606,"Glenmorangie Original 18Yr",79.36,115.99,750,1362,108088.32,1230,126639.7,105763.75,970.37,48347.26,18551.38,14.649,0.903,1.172
9552,"M S WALKER INC",4488,"Zhenka Tropical Dark Rum",8.02,13.49,1750,13439,107780.78,13203,157493.97,33235.79,24259.48,55551.82,49713.19,31.565,0.982,1.461
1587,"VINEYARD BRANDS INC",19224,"Miraval Cotes de Prvnce Rose",12.74,18.99,750,8457,107742.18,8246,165657.54,54952.74,922.54,6070.09,57915.36,34.961,0.975,1.538
3960,"DIAGEO NORTH AMERICA INC",2780,"Bulleit 10 Yr Old Bourbon",28.46,40.99,750,3780,107578.8,3335,134604.65,96994.99,2628.88,257032.07,27025.85,20.078,0.882,1.251
4692,"KOBRAND CORPORATION",24188,"St Francis Cab Svgn Sonoma",8.55,15.99,750,12531,107140.05,12604,197484.76,91165.12,1405.3,9139.38,90344.71,45.748,1.006,1.843
7153,"PINE STATE TRADING CO",435,"Il Tramonto Limoncello",12.79,17.99,750,8351,106809.29,7807,132009.93,83425.01,6150.78,15884.82,25200.64,19.09,0.935,1.236
3960,"DIAGEO NORTH AMERICA INC",1848,"Oban Little Bay Single Malt",47.01,62.99,750,2259,106195.59,2242,135382.58,99086.61,1767.26,257032.07,29186.99,21.559,0.992,1.275
1392,"CONSTELLATION BRANDS INC",3356,"Svedka Vodka",4.47,5.99,375,23734,106090.98,23544,146876.56,83847.21,9246.61,79528.99,40785.58,27.769,0.992,1.384
1392,"CONSTELLATION BRANDS INC",25269,"R Mondavi Cab Svgn Pvt Sel",4.62,7.99,750,22961,106079.82,22456,188333.86,60354.56,2512.81,79528.99,82254.04,43.675,0.978,1.775
9552,"M S WALKER INC",44494,"Smoking Loon Pnt Grigio Cal",4.5,6.79,750,23567,106051.5,21783,169510.57,60738.47,2436.3,55551.82,63459.07,37.437,0.924,1.598
1392,"CONSTELLATION BRANDS INC",12212,"Black Box Svgn Bl",10.52,16.99,3000,10080,106041.6,9296,165918.04,93047.04,4183.2,79528.99,59876.44,36.088,0.922,1.565
1392,"CONSTELLATION BRANDS INC",40193,"Mark West Chard Sonoma Cnty",4.83,9.99,750,21905,105801.15,19277,175833.73,57374.95,2156.92,79528.99,70032.58,39.829,0.88,1.662
4425,"MARTIGNETTI COMPANIES",26383,"Buehler Chard RRV",7.89,15.99,750,13406,105773.34,12974,161330.26,51443.76,1451.83,144929.24,55556.92,34.437,0.968,1.525
9165,"ULTRA BEVERAGE COMPANY LLP",27556,"Querceto Chianti Clsc RSV",8.9,12.99,750,11867,105616.3,10885,143436.15,39279.51,1219.37,68054.7,37819.85,26.367,0.917,1.358
8004,"SAZERAC CO INC",5170,"Dr McGillicuddy's Apple Pie",9.99,13.99,750,10552,105414.48,10564,148198.36,92465.17,8322.53,50293.62,42783.88,28.869,1.001,1.406
4425,"MARTIGNETTI COMPANIES",19948,"Josh Cellars Pnt Nr",10.06,15.99,750,10476,105388.56,10040,165773.68,67719.27,1121.09,144929.24,60385.12,36.426,0.958,1.573
8112,"MOET HENNESSY USA INC",44717,"Dom Chandon Rose Spklg",9.08,13.99,750,11602,105346.16,11086,165981.14,65493.2,1238.37,48347.26,60634.98,36.531,0.956,1.576
12546,"JIM BEAM BRANDS COMPANY",8236,"Jim Beam",1.07,1.49,50,98086,104952.02,98300,146467,26277.64,5147.99,123880.97,41514.98,28.344,1.002,1.396
1128,"BROWN-FORMAN CORP",1244,"Jack Daniels Winter Jack",12.79,17.99,750,8197,104839.63,7783,124092.17,41547.92,6127.84,68601.68,19252.54,15.515,0.949,1.184
3924,"HEAVEN HILL DISTILLERIES",8840,"Burnetts Gin",7.96,10.99,1750,13167,104809.32,13255,166549.45,80522.77,24356.82,14069.87,61740.13,37.07,1.007,1.589
8004,"SAZERAC CO INC",1281,"Benchmark Old #8 Bourbon",11.19,14.99,1750,9359,104727.21,8444,139130.56,89673.8,15519.48,50293.62,34403.35,24.727,0.902,1.329
9165,"ULTRA BEVERAGE COMPANY LLP",4979,"Patron Silver Tequila",57.14,79.99,1000,1831,104623.34,1395,106496.05,78754.7,1464.75,68054.7,1872.71,1.758,0.762,1.018
1128,"BROWN-FORMAN CORP",2518,"Woodford Reserve Double Oak",36.49,49.99,750,2867,104616.83,2801,147315.99,118517.49,2208.9,68601.68,42699.16,28.985,0.977,1.408
12546,"JIM BEAM BRANDS COMPANY",4806,"Leroux Blackberry Brandy",11.71,14.99,1750,8933,104605.43,8935,135805.65,68384.96,16419.02,123880.97,31200.22,22.974,1,1.298
2000,"SOUTHERN WINE & SPIRITS NE",6649,"Wente Morning Fog Chard",7.87,11.99,750,13289,104584.43,12819,161133.81,68701.43,1430.29,19016.59,56549.38,35.095,0.965,1.541
4425,"MARTIGNETTI COMPANIES",43362,"Silver Oak Cab Svgn Napa",68.93,109.99,750,1517,104566.81,1759,188877.73,95499.42,195.77,144929.24,84310.92,44.638,1.16,1.806
8673,"STE MICHELLE WINE ESTATES",6451,"Columbia Crest G E Cab Svgn",6.03,8.99,750,17332,104511.96,19856,183749.32,61184.84,2220.9,15919.7,79237.36,43.123,1.146,1.758
12546,"JIM BEAM BRANDS COMPANY",1415,"Old Grand Dad",10.39,14.99,750,10058,104502.62,9981,138847.19,78608.48,7861.87,123880.97,34344.57,24.736,0.992,1.329
9165,"ULTRA BEVERAGE COMPANY LLP",41212,"A to Z Pnt Gris Ore",10.52,15.99,750,9928,104442.56,9141,121242.67,54568.66,1019.75,68054.7,16800.11,13.857,0.921,1.161
17035,"PERNOD RICARD USA",4896,"Hiram Walker Coffee Brandy",14.05,17.99,1750,7432,104419.6,7418,135315.82,76885.93,13632.76,123780.22,30896.22,22.833,0.998,1.296
3252,"E & J GALLO WINERY",39479,"Barefoot Premium X-Dry",5.29,9.99,750,19737,104408.73,18801,150188.07,51681.21,2103.11,61966.91,45779.34,30.481,0.953,1.438
8004,"SAZERAC CO INC",3227,"Taaka Gin",6.86,8.99,1750,15217,104388.62,15134,137494.66,64501.07,27808.12,50293.62,33106.04,24.078,0.995,1.317
1485,"CASTLE BRANDS CORP.",1271,"Jeffersons Reserve Bourbon",37.59,49.99,750,2774,104274.66,2654,133278.46,110672.97,2093.42,8497.59,29003.8,21.762,0.957,1.278
4425,"MARTIGNETTI COMPANIES",41159,"Phillips Earthquake Ld Znfdl",16.1,25.99,750,6472,104199.2,6270,152217.7,76975.59,697.95,144929.24,48018.5,31.546,0.969,1.461
1128,"BROWN-FORMAN CORP",44712,"Sonoma-Cutrer Chard Sonoma",13.79,21.99,750,7540,103976.6,8566,192344.34,77656.7,956.48,68601.68,88367.74,45.942,1.136,1.85
660,"SAZERAC NORTH AMERICA INC.",4346,"Mr Boston Dark Rum",8.39,13.49,1750,12391,103960.49,12257,130627.43,75801.99,22524.55,17932.33,26666.94,20.415,0.989,1.257
8004,"SAZERAC CO INC",5060,"Dr McGillicuddy's Butterscth",9.35,15.99,750,11108,103859.8,10338,145183.62,90032.99,8144.54,50293.62,41323.82,28.463,0.931,1.398
17035,"PERNOD RICARD USA",1758,"Aberlour Glenlivet 12 Yr",29.76,39.99,750,3486,103743.36,3446,143989.54,112773.01,2717.04,123780.22,40246.18,27.951,0.989,1.388
7239,"REMY COINTREAU USA INC",4732,"Remy Martin VSOP Cognac",69.76,94.99,1750,1484,103523.84,1525,134109.75,87135.14,2802.94,16978.67,30585.91,22.807,1.028,1.295
3252,"E & J GALLO WINERY",46447,"Gascon Malbec Mendoza",6.12,10.99,750,16915,103519.8,17157,190040.43,80361.87,1914.77,61966.91,86520.63,45.527,1.014,1.836
2561,"EDRINGTON AMERICAS",2960,"The Macallan Fine Oak 15 Yr",69.34,104.99,750,1492,103455.28,1387,156141.13,130573.41,1094.07,9654.5,52685.85,33.742,0.93,1.509
3960,"DIAGEO NORTH AMERICA INC",8726,"Baileys Irish Cream",1.43,1.99,50,72120,103131.6,72199,143676.01,30566.4,3770.54,257032.07,40544.41,28.219,1.001,1.393
9552,"M S WALKER INC",4634,"Gold Crown Wh Rum",8.52,10.99,1750,12101,103100.52,11908,136024.92,57256.3,21880.52,55551.82,32924.4,24.205,0.984,1.319
12546,"JIM BEAM BRANDS COMPANY",2122,"Canadian Club 1858",7.8,9.99,750,13195,102921,13259,138305.41,89541.26,10446.06,123880.97,35384.41,25.584,1.005,1.344
7245,"PROXIMO SPIRITS INC.",8323,"Jose Cuervo Gold w/Marg Mix",11.9,14.99,750,8639,102804.1,8364,132660.36,75569.46,6588.56,38994.78,29856.26,22.506,0.968,1.29
3960,"DIAGEO NORTH AMERICA INC",4157,"Smirnoff Green Apple Vodka",0.72,0.99,50,142597,102669.84,142637,141210.63,19061.46,7477.77,257032.07,38540.79,27.293,1,1.375
8673,"STE MICHELLE WINE ESTATES",28163,"Villa Maria Svgn Bl Pvt Bin",6.82,11.99,750,15052,102654.64,15192,171790.64,57499.03,1699.61,15919.7,69136,40.244,1.009,1.673
480,"BACARDI USA INC",8358,"Bacardi 151 Proof",14.49,19.99,750,7071,102458.79,8065,161219.35,87396.28,6352.66,89286.27,58760.56,36.448,1.141,1.574
4425,"MARTIGNETTI COMPANIES",24088,"Hess Select Cab Svgn",8.75,16.99,750,11674,102147.5,11436,176810.6,73191.75,1277.02,144929.24,74663.1,42.228,0.98,1.731
480,"BACARDI USA INC",4179,"Bacardi Dragon Berry Rum",15.14,19.99,1750,6734,101952.76,6719,144216.81,98570.23,12349.37,89286.27,42264.05,29.306,0.998,1.415
2242,"DELICATO VINEYARDS INC",42099,"Bota Box Pnt Grigio Cal",11.4,17.99,3000,8938,101893.2,8916,164562.84,110986.04,4012.2,7982.65,62669.64,38.082,0.998,1.615
11567,"CAMPARI AMERICA",8387,"Wild Turkey 101",17.45,21.99,750,5833,101785.85,6556,149388.44,118749.96,5169.62,20964.81,47602.59,31.865,1.124,1.468
9819,"TREASURY WINE ESTATES",41252,"Beringer Classic Pnt Grigio",5.13,7.99,1500,19823,101691.99,20856,175543.44,66617.71,4676.99,14836.57,73851.45,42.07,1.052,1.726
1392,"CONSTELLATION BRANDS INC",15428,"Ruffino Prosecco Sparkling",7.94,11.99,750,12807,101687.58,12449,145221.51,49553.94,1392.05,79528.99,43533.93,29.978,0.972,1.428
7245,"PROXIMO SPIRITS INC.",5758,"1800 Ultimate Margarita RTD",13.33,19.99,1750,7621,101587.93,7568,149258.32,102472.14,13910.01,38994.78,47670.39,31.938,0.993,1.469
3960,"DIAGEO NORTH AMERICA INC",8620,"Sambuca Romana",8.75,11.99,375,11608,101570,11583,138880.17,86783.62,4542.84,257032.07,37310.17,26.865,0.998,1.367
4425,"MARTIGNETTI COMPANIES",32924,"Silverado Cab Svgn Napa",27.51,44.99,750,3690,101511.9,3811,173540.89,97413.67,423.36,144929.24,72028.99,41.505,1.033,1.71
9552,"M S WALKER INC",3326,"Jenkins Gin",7.36,9.49,1750,13791,101501.76,13877,137664.73,72666.43,25499.42,55551.82,36162.97,26.269,1.006,1.356
9165,"ULTRA BEVERAGE COMPANY LLP",46021,"Spellbound Cab Svgn Cal",6.61,11.99,750,15313,101218.93,15571,181882.25,73815.07,1738.54,68054.7,80663.32,44.349,1.017,1.797
3960,"DIAGEO NORTH AMERICA INC",3042,"Ciroc Red Berry Vodka",8.63,11.99,375,11709,101048.67,11372,140973.78,57469.45,4467.1,257032.07,39925.11,28.321,0.971,1.395
3960,"DIAGEO NORTH AMERICA INC",3690,"Tanqueray Ten Gin",22.39,29.99,750,4503,100822.17,4479,130039.21,90752.76,3529.94,257032.07,29217.04,22.468,0.995,1.29
3960,"DIAGEO NORTH AMERICA INC",5890,"Godiva Wh Chocolate Liqueur",16.66,23.99,750,6041,100643.06,5926,135768.74,87694.03,4669.71,257032.07,35125.68,25.872,0.981,1.349
8673,"STE MICHELLE WINE ESTATES",6933,"Ch Ste Michelle Svgn Bl",5.26,8.99,750,19133,100639.58,18761,167048.27,62789.88,2096.44,15919.7,66408.69,39.754,0.981,1.66
1392,"CONSTELLATION BRANDS INC",26463,"Ravenswood Vints Blend Znfdl",4.65,7.99,750,21641,100630.65,21469,162565.51,57621.57,2400.88,79528.99,61934.86,38.098,0.992,1.615
3960,"DIAGEO NORTH AMERICA INC",5058,"Capt Morgan Long Isl Tea RTD",11.93,15.99,1750,8423,100486.39,8471,141149.29,92629.69,15568.94,257032.07,40662.9,28.808,1.006,1.405
9552,"M S WALKER INC",10266,"Klinker Brick Old Vine Znfdl",9.58,15.99,750,10488,100475.04,10249,164001.51,74397.66,1142.79,55551.82,63526.47,38.735,0.977,1.632
1392,"CONSTELLATION BRANDS INC",26092,"Blackstone Merlot Cal",4.79,7.99,750,20960,100398.4,21162,174141.38,58676.26,2366.46,79528.99,73742.98,42.347,1.01,1.735
3664,"WILLIAM GRANT & SONS INC",8727,"Monkey Shoulder Scotch",23.07,29.99,750,4351,100377.57,4157,128154.43,96571.75,3276.99,30234.42,27776.86,21.675,0.955,1.277
3960,"DIAGEO NORTH AMERICA INC",3583,"Smirnoff Orange Vodka",13.23,22.99,1750,7586,100362.78,7533,155528.67,104878.35,13845.46,257032.07,55165.89,35.47,0.993,1.55
653,"STATE WINE & SPIRITS",16610,"Leese-Fitch Cab Svgn",6.8,9.99,750,14732,100177.6,14488,153305.12,60658.37,1618.13,8014.98,53127.52,34.655,0.983,1.53
480,"BACARDI USA INC",7221,"M & R Sweet Vermouth",6.86,10.49,1500,14600,100156,14577,152912.73,80552.71,3258.32,89286.27,52756.73,34.501,0.998,1.527
3960,"DIAGEO NORTH AMERICA INC",4103,"Capt Morgan White",11.19,14.99,750,8942,100060.98,9035,129392.65,90922.58,7120.06,257032.07,29331.67,22.669,1.01,1.293
