VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
4425,"MARTIGNETTI COMPANIES",12076,"Chapoutier Hrmtage La Sizera",53.33,94.99,750,17,906.61,30,2399.7,1119.86,3.34,144929.24,1493.09,62.22,1.765,2.647
6213,"MHW LTD",828,"Bols Sloe Gin",7.74,9.99,1000,117,905.58,134,1338.66,899.1,140.7,9621.58,433.08,32.352,1.145,1.478
4425,"MARTIGNETTI COMPANIES",18587,"Eric Kent Chardonnay RRV",23.83,39.99,750,38,905.54,32,1253.68,943.76,3.53,144929.24,348.14,27.769,0.842,1.384
9815,"WINE GROUP INC",15063,"Almaden Moscato",12.07,17.99,5000,75,905.25,64,1151.36,395.78,48,27100.41,246.11,21.376,0.853,1.272
9165,"ULTRA BEVERAGE COMPANY LLP",25526,"Frescobaldi Massovivo Vermen",13.1,18.99,750,69,903.9,66,1253.34,436.77,7.39,68054.7,349.44,27.881,0.957,1.387
9552,"M S WALKER INC",25327,"Siduri Pnt Nr RRV",19.6,29.99,750,46,901.6,39,1104.61,549.8,4.33,55551.82,203.01,18.378,0.848,1.225
12546,"JIM BEAM BRANDS COMPANY",5678,"Skinnygirl Pina Colada",6.93,12.99,750,130,900.9,337,3306.63,1358.08,265.48,123880.97,2405.73,72.755,2.592,3.67
9552,"M S WALKER INC",10359,"Adelsheim Elizbth RSV Pnt Nr",29.03,44.99,750,31,899.93,55,2561.45,1451.69,6.1,55551.82,1661.52,64.866,1.774,2.846
2000,"SOUTHERN GLAZERS W&S OF NE",27611,"Dominus Napanook 13",37.49,56.99,750,24,899.76,24,1367.76,227.96,2.69,19016.59,468,34.217,1,1.52
4425,"MARTIGNETTI COMPANIES",25283,"Ransom Selection Pnt Nr",16.66,24.99,750,54,899.64,260,6497.4,4723.11,28.73,144929.24,5597.76,86.154,4.815,7.222
3664,"WILLIAM GRANT & SONS INC",2814,"Hudson Bay Bourbon",31,39.99,375,29,899,68,3049.32,1744.61,26.64,30234.42,2150.32,70.518,2.345,3.392
2000,"SOUTHERN WINE & SPIRITS NE",25072,"Mastroberardino Radici Taura",37.41,54.99,750,24,897.84,17,934.83,604.89,1.88,19016.59,36.99,3.957,0.708,1.041
9552,"M S WALKER INC",24540,"Signo 11 Bobal de Manchuela",13.79,21.99,750,65,896.35,286,6019.14,3034.55,31.82,55551.82,5122.79,85.108,4.4,6.715
90011,"FORTUNE WINE BROKERS LLC",44895,"Rain Svgn Bl Marlboro",10.66,16.99,750,84,895.44,96,1607.04,150.91,10.81,238.61,711.6,44.28,1.143,1.795
90024,"VINILANDIA USA",23929,"La Mura Blanco",4.66,8.99,750,192,894.72,180,1258.2,90.87,20.25,2802.64,363.48,28.889,0.938,1.406
1392,"CONSTELLATION BRANDS INC",16851,"R M Woodbridge Sweet White",2.54,3.79,750,352,894.08,352,1334.08,238.77,39.53,79528.99,440,32.982,1,1.492
3960,"DIAGEO NORTH AMERICA INC",2058,"Booth's Cask Mellowed Gin",33.08,43.99,750,27,893.16,86,3783.14,2727.38,67.86,257032.07,2889.98,76.391,3.185,4.236
17035,"PERNOD RICARD USA",22793,"Kenwood Yulupa Pnt Nr",6.2,8.99,750,144,892.8,131,1177.69,134.85,14.73,123780.22,284.89,24.191,0.91,1.319
90024,"VINILANDIA USA",23969,"Bellafina Prosecco",5.51,7.99,750,162,892.62,283,1686.47,691.81,31.64,2802.64,793.85,47.072,1.747,1.889
90024,"VINILANDIA USA",12374,"Zanetti Prosecco Frizzante",6.66,14.99,750,134,892.44,347,3466.53,2047.95,38.47,2802.64,2574.09,74.256,2.59,3.884
9165,"ULTRA BEVERAGE COMPANY LLP",36235,"Luce Della Vite Toscana",40.53,59.99,750,22,891.66,22,2199.78,1199.88,2.45,68054.7,1308.12,59.466,1,2.467
10754,"PERFECTA WINES",21477,"Ch Canon Saint Emilion",89.03,129.99,750,10,890.3,13,1689.87,909.93,1.45,28720.52,799.57,47.315,1.3,1.898
90047,"CRUSH WINES",15790,"Humberto Canale Malbec Est",7.74,11.99,750,115,890.1,97,1163.03,203.83,10.91,1457.73,272.93,23.467,0.843,1.307
8892,"TRINCHERO FAMILY ESTATES",44709,"Trinity Oaks Pnt Nr Cal",5.29,8.99,750,168,888.72,137,1094.63,119.85,15.4,11595.97,205.91,18.811,0.815,1.232
9552,"M S WALKER INC",39098,"Tohu Pnt Nr Marlboro",14.76,21.99,750,60,885.6,48,1135.52,1019.57,5.29,55551.82,249.92,22.009,0.8,1.282
653,"STATE WINE & SPIRITS",20492,"Wild Oats Shiraz Cntrl Range",7.38,11.99,750,120,885.6,119,1426.81,683.43,13.25,8014.98,541.21,37.931,0.992,1.611
7153,"PINE STATE TRADING CO",22939,"Lynch Bages 09 Pauillac",442.56,654.99,1500,2,885.12,4,2619.96,1964.97,0.89,15884.82,1734.84,66.216,2,2.96
3252,"E & J GALLO WINERY",46374,"Carlo Rossi RSV Wh Znfdl Cal",11.64,16.99,5000,76,884.64,76,1291.24,186.89,57,61966.91,406.6,31.489,1,1.46
4950,"LATITUDE BEVERAGE COMPANY",18614,"Ninety+Cellars Lot 78 Cab Sv",9.2,13.99,750,96,883.2,96,1343.04,629.55,10.72,1610,459.84,34.239,1,1.521
4425,"MARTIGNETTI COMPANIES",36907,"Dom Tempier Bandol Rg",25.97,44.99,750,34,882.98,119,4758.81,1879.53,13.29,144929.24,3875.83,81.445,3.5,5.389
4425,"MARTIGNETTI COMPANIES",25707,"Schramsberg Brut Rose",23.22,35.99,750,38,882.36,41,1577.59,1153.7,4.53,144929.24,695.23,44.069,1.079,1.788
7239,"REMY COINTREAU USA INC",1072,"Bruichladdich Wee Laddie Box",44.11,59.99,200,20,882.2,20,1199.8,1199.8,4.2,16978.67,317.6,26.471,1,1.36
653,"STATE WINE & SPIRITS",19936,"Prendo Pnt Grigio",7.53,10.99,750,117,881.01,98,1113.02,167.85,11,8014.98,232.01,20.845,0.838,1.263
10000,"MAJESTIC FINE WINES",44730,"Kendall Jackson Spcl Cab Svg",9.14,13.99,750,96,877.44,83,1161.17,181.87,9.32,17587.59,283.73,24.435,0.865,1.323
4692,"KOBRAND CORPORATION",15951,"Tenuta Sette Ponti Oreno",36.48,79.99,750,24,875.52,51,2753.49,971.82,5.71,9139.38,1877.97,68.203,2.125,3.145
9165,"ULTRA BEVERAGE COMPANY LLP",18640,"Fetzer Quartz White Blend",3.53,5.29,750,248,875.44,177,936.33,370.3,19.77,68054.7,60.89,6.503,0.714,1.07
9552,"M S WALKER INC",11163,"B Side Cab Svgn",14.56,26.99,750,60,873.6,37,887.63,455.81,4.12,55551.82,14.03,1.581,0.617,1.016
2000,"SOUTHERN WINE & SPIRITS NE",13145,"F Coppola Directors Cab Svgn",14.56,21.99,750,60,873.6,46,902.54,461.77,5.12,19016.59,28.94,3.207,0.767,1.033
4692,"KOBRAND CORPORATION",22067,"Dom Zind Humbrecht Pnt Bl 12",14.56,21.99,750,60,873.6,44,967.56,725.67,4.86,9139.38,93.96,9.711,0.733,1.108
9552,"M S WALKER INC",19887,"Guasti Clemente Barolo Rsva",32.25,64.99,750,27,870.75,301,15046.99,6248.75,33.59,55551.82,14176.24,94.213,11.148,17.28
10754,"PERFECTA WINES",36060,"Vieux Ch Certan 10 Red Brdx",217.33,455.99,750,4,869.32,5,1629.95,977.97,0.56,28720.52,760.63,46.666,1.25,1.875
9815,"WINE GROUP INC",46065,"Corbett Canyon Pnt Nr",8.44,12.99,3000,103,869.32,88,1143.12,1052.19,39.6,27100.41,273.8,23.952,0.854,1.315
10754,"PERFECTA WINES",18660,"Gaia Ritinitis Nobile Retsna",10.34,14.99,750,84,868.56,62,929.38,74.95,6.97,28720.52,60.82,6.544,0.738,1.07
4425,"MARTIGNETTI COMPANIES",14100,"Douglass Hill Chard",4.02,5.99,750,216,868.32,197,1180.03,113.81,22.15,144929.24,311.71,26.415,0.912,1.359
10754,"PERFECTA WINES",36071,"Ch La Mondot 10",289.18,598.99,750,3,867.54,3,1283.97,427.99,0.34,28720.52,416.43,32.433,1,1.48
9552,"M S WALKER INC",19558,"Verite La Joie Red Sonoma",289.11,424.99,750,3,867.33,6,2549.94,1274.97,0.67,55551.82,1682.61,65.986,2,2.94
1392,"CONSTELLATION BRANDS INC",6220,"Casa Noble Sngl Barrel Anejo",96.29,129.99,750,9,866.61,9,1169.91,909.93,7.1,79528.99,303.3,25.925,1,1.35
653,"STATE WINE & SPIRITS",19946,"Dolin Sweet White Vermouth",9.73,14.99,750,89,865.97,88,1308.12,815.45,9.77,8014.98,442.15,33.8,0.989,1.511
9552,"M S WALKER INC",25481,"Angela Yamhill-Carlton Pnt N",24.02,36.99,750,36,864.72,29,1072.71,813.78,3.21,55551.82,207.99,19.389,0.806,1.241
3960,"DIAGEO NORTH AMERICA INC",2903,"White Horse Scotch",20.58,27.99,1750,42,864.36,46,1287.54,811.71,84.56,257032.07,423.18,32.867,1.095,1.49
1587,"VINEYARD BRANDS INC",21983,"Massolino Barbera D'Alba",11.68,17.99,750,74,864.32,297,5343.03,3364.13,32.93,6070.09,4478.71,83.823,4.014,6.182
4425,"MARTIGNETTI COMPANIES",18756,"Yellow Tail Pink Moscato",5.36,7.99,750,161,862.96,155,1238.45,830.96,17.17,144929.24,375.49,30.319,0.963,1.435
3252,"E & J GALLO WINERY",18852,"Mirassou Sunset Red",5.29,8.99,750,163,862.27,167,1334.33,495.38,18.7,61966.91,472.06,35.378,1.025,1.547
4425,"MARTIGNETTI COMPANIES",21733,"Dom Fond Croze CdR Serra Grd",8.78,12.99,750,98,860.44,163,2117.37,623.52,18.24,144929.24,1256.93,59.363,1.663,2.461
480,"BACARDI USA INC",3778,"Grey Goose Le Citron Vodka",34.3,46.99,1750,25,857.5,209,9820.91,7377.43,384.23,89286.27,8963.41,91.269,8.36,11.453
9165,"ULTRA BEVERAGE COMPANY LLP",20985,"Tarantas Tempranillo",7.79,11.99,750,110,856.9,91,1091.09,587.51,10.1,68054.7,234.19,21.464,0.827,1.273
1601,"VRANKEN AMERICA",22819,"Rozes Infanta Isabel 10 Yr",15.86,24.99,750,54,856.44,135,3325.65,2906.82,14.89,1048.97,2469.21,74.247,2.5,3.883
1703,"ALISA CARR BEVERAGES",90012,"Ch Malartic Lagravier 12 RG",34.24,49.99,750,25,856,125,6248.75,3349.33,13.91,172,5392.75,86.301,5,7.3
9744,"FREDERICK WILDMAN & SONS",18239,"Pol Roger Rose 02 Brut",50.32,77.99,750,17,855.44,12,935.88,389.95,1.34,3999.93,80.44,8.595,0.706,1.094
9552,"M S WALKER INC",24276,"Paul Buisse Svgn Bl Touraine",8.05,11.99,750,106,853.3,84,1007.16,263.78,9.4,55551.82,153.86,15.277,0.792,1.18
3252,"E & J GALLO WINERY",43542,"Carlo Rossi RSV Cab Svgn Cal",10.66,15.99,4000,80,852.8,67,1071.33,463.71,40.2,61966.91,218.53,20.398,0.838,1.256
480,"BACARDI USA INC",4214,"Bacardi O Orange Rum",7.57,11.99,750,112,847.84,116,1552.84,751.45,91.37,89286.27,705,45.401,1.036,1.832
9165,"ULTRA BEVERAGE COMPANY LLP",856,"Chinaco Blanco Tequila",21.73,29.99,750,39,847.47,191,5728.09,3718.76,150.57,68054.7,4880.62,85.205,4.897,6.759
653,"STATE WINE & SPIRITS",9140,"Caffo Vecchio Amaro del Capo",16.29,21.99,750,52,847.08,219,4815.81,3562.38,172.67,8014.98,3968.73,82.41,4.212,5.685
1650,"Circa Wines",22209,"The Insider Cab Svgn",11.76,17.99,750,72,846.72,53,953.47,251.86,5.95,211.97,106.75,11.196,0.736,1.126
9552,"M S WALKER INC",19572,"Anakota Cab Svgn Helena Dako",44.51,64.99,750,19,845.69,17,1359.83,1199.85,1.87,55551.82,514.14,37.809,0.895,1.608
7153,"PINE STATE TRADING CO",23944,"Ch du Courlat 10",17.23,24.99,750,49,844.27,230,5747.7,3223.71,25.53,15884.82,4903.43,85.311,4.694,6.808
10754,"PERFECTA WINES",45912,"L'Ecole No 41 Chenin Bl OV",11.72,16.99,750,72,843.84,61,1122.39,896.51,6.72,28720.52,278.55,24.818,0.847,1.33
2242,"DELICATO VINEYARDS INC",14962,"Stone Barn Chard",3.19,4.79,750,264,842.16,250,1197.5,129.33,28.07,7982.65,355.34,29.673,0.947,1.422
9165,"ULTRA BEVERAGE COMPANY LLP",38649,"Villa Rosa Barolo Piedmonte",17.53,26.99,750,48,841.44,51,1376.49,647.76,5.69,68054.7,535.05,38.871,1.062,1.636
8004,"SAZERAC CO INC",3752,"Margaritaville Coconut",11.06,14.49,750,76,840.56,69,999.81,666.54,54.37,50293.62,159.25,15.928,0.908,1.189
2000,"SOUTHERN WINE & SPIRITS NE",19971,"Ch Le Bon Pasteur 10 Brdx",83.89,124.99,750,10,838.9,13,1624.87,1124.91,1.44,19016.59,785.97,48.371,1.3,1.937
10754,"PERFECTA WINES",23965,"Dom le Clos des Lumieres CdR",9.86,16.99,750,85,838.1,105,1777.95,1389.18,11.59,28720.52,939.85,52.861,1.235,2.121
653,"STATE WINE & SPIRITS",20555,"Red Newt Clrs Rsl Finger Lak",8.21,12.99,750,102,837.42,92,1232.08,510.63,10.28,8014.98,394.66,32.032,0.902,1.471
653,"STATE WINE & SPIRITS",21992,"Art of Eart Montepulciano d'",5.26,11.99,750,159,836.34,311,2160.89,973.7,34.71,8014.98,1324.55,61.297,1.956,2.584
10754,"PERFECTA WINES",23746,"Ch Brannon 12 Pessac-Leognan",59.6,89.99,750,14,834.4,19,1709.81,449.95,2.13,28720.52,875.41,51.199,1.357,2.049
9165,"ULTRA BEVERAGE COMPANY LLP",10623,"Querceto La Corte Toscana",31.97,46.99,750,26,831.22,62,2988.38,1868.61,6.87,68054.7,2157.16,72.185,2.385,3.595
9625,"WESTERN SPIRITS BEVERAGE CO",3740,"Kru Peach Mango Vodka",5.26,6.99,750,158,831.08,344,4296.56,2198.24,271.07,1933.19,3465.48,80.657,2.177,5.17
1128,"BROWN-FORMAN CORP",7780,"Herradura Reposado Lot 598",34.58,45.99,750,24,829.92,55,2529.45,689.85,43.3,68601.68,1699.53,67.19,2.292,3.048
9165,"ULTRA BEVERAGE COMPANY LLP",38314,"Momokawa Silver Sake",9.86,14.99,750,84,828.24,96,899.04,122.84,10.77,68054.7,70.8,7.875,1.143,1.085
6213,"MHW LTD",8008,"Bols Peppermint Schnapps",7.14,9.99,1000,116,828.24,132,1318.68,989.01,138.6,9621.58,490.44,37.192,1.138,1.592
1590,"DIAGEO CHATEAU ESTATE WINES",18779,"Girl Go Lightly Chardonnay",2.03,2.99,750,408,828.24,407,1216.93,146.51,45.76,7259.75,388.69,31.94,0.998,1.469
9165,"ULTRA BEVERAGE COMPANY LLP",20416,"Januik Cab Svgn Columbia Vly",17.23,24.99,750,48,827.04,44,1099.56,599.76,4.88,68054.7,272.52,24.784,0.917,1.33
9165,"ULTRA BEVERAGE COMPANY LLP",25741,"Cesari Recioto Valpolicella",25.8,39.99,500,32,825.6,32,1279.68,239.94,2.41,68054.7,454.08,35.484,1,1.55
11567,"CAMPARI AMERICA",8010,"Wild Turkey Forgiven",39.28,54.99,750,21,824.88,94,5169.06,4069.26,74.12,20964.81,4344.18,84.042,4.476,6.266
1601,"VRANKEN AMERICA",21614,"Billette Bousquet Prov Rose",8.16,11.99,750,101,824.16,89,1067.11,311.74,9.94,1048.97,242.95,22.767,0.881,1.295
653,"STATE WINE & SPIRITS",16583,"Pali Huntington Pnt Nr",13.51,22.99,750,61,824.11,89,1779.11,1199.4,9.86,8014.98,955,53.679,1.459,2.159
9552,"M S WALKER INC",26051,"Ch des Labourons Fleurie Rou",9.8,14.99,750,84,823.2,71,1064.29,794.47,7.85,55551.82,241.09,22.653,0.845,1.293
8673,"STE MICHELLE WINE ESTATES",14121,"Antica Chard Napa Valley",21.08,30.99,750,39,822.12,38,1193.62,875.72,4.21,15919.7,371.5,31.124,0.974,1.452
7749,"R.P.IMPORTS INC",19630,"Ch Bernadotte 10 Haut Medoc",23.48,34.99,750,35,821.8,32,1119.68,454.87,3.57,91.5,297.88,26.604,0.914,1.362
4425,"MARTIGNETTI COMPANIES",24285,"Dom Clavel Languedoc",9.03,13.99,750,91,821.73,285,3987.15,2266.38,31.66,144929.24,3165.42,79.391,3.132,4.852
10754,"PERFECTA WINES",20517,"Hauts de Smith Rouge Pessac",22.81,35.99,750,36,821.16,161,5794.39,3347.07,17.87,28720.52,4973.23,85.828,4.472,7.056
10754,"PERFECTA WINES",25334,"Masseria Prosecco",6.84,9.99,750,120,820.8,96,959.04,79.92,10.8,28720.52,138.24,14.414,0.8,1.168
90024,"VINILANDIA USA",18839,"Mas Carlot Grenache Syrah",8.55,12.99,750,96,820.8,64,831.36,103.92,7.19,2802.64,10.56,1.27,0.667,1.013
9165,"ULTRA BEVERAGE COMPANY LLP",18270,"Donnafugata Ben Rye",11.4,16.99,375,72,820.8,72,1223.28,186.89,4.07,68054.7,402.48,32.902,1,1.49
90047,"CRUSH WINES",14390,"Il Cavaliere Pnt Grigio",7.38,10.99,750,111,819.18,91,1091.09,215.82,10.24,1457.73,271.91,24.921,0.82,1.332
4425,"MARTIGNETTI COMPANIES",27204,"Conundrum Sparkling 25th Ann",17,24.99,750,48,816,48,1199.52,24.99,5.4,144929.24,383.52,31.973,1,1.47
4425,"MARTIGNETTI COMPANIES",21408,"Ramon Cardova Garnacha",11.99,17.99,750,68,815.32,139,2500.61,1601.11,15.42,144929.24,1685.29,67.395,2.044,3.067
1128,"BROWN-FORMAN CORP",5434,"Southern Comfort Caramel",8.64,13.99,750,94,812.16,360,4136.4,2792.07,283.89,68601.68,3324.24,80.366,3.83,5.093
4692,"KOBRAND CORPORATION",13229,"Cakebread Vine Hill Cab",67.56,99.99,750,12,810.72,17,1699.83,1499.85,1.87,9139.38,889.11,52.306,1.417,2.097
10754,"PERFECTA WINES",24159,"Krupp Bros The Doctor Red",67.56,99.99,750,12,810.72,20,1999.8,899.91,2.23,28720.52,1189.08,59.46,1.667,2.467
9165,"ULTRA BEVERAGE COMPANY LLP",12351,"Mercer Cab Svgn",13.51,19.99,750,60,810.6,53,1059.47,739.63,5.88,68054.7,248.87,23.49,0.883,1.307
653,"STATE WINE & SPIRITS",44394,"Oak Ridge OZV Znfdl Lodi",9.65,13.99,750,84,810.6,72,971.28,93.93,8.11,8014.98,160.68,16.543,0.857,1.198
90047,"CRUSH WINES",16556,"The Transcendentalist",16.88,25.99,750,48,810.24,40,1119.6,727.74,4.44,1457.73,309.36,27.631,0.833,1.382
1392,"CONSTELLATION BRANDS INC",41141,"Ruffino Modus Toscana",16.88,25.99,750,48,810.24,70,1819.3,597.77,7.83,79528.99,1009.06,55.464,1.458,2.245
3252,"E & J GALLO WINERY",14413,"Tisdale Vyds Pnt Grigio",2.59,3.99,750,312,808.08,312,1244.88,67.83,35.1,61966.91,436.8,35.088,1,1.541
4425,"MARTIGNETTI COMPANIES",36155,"De Villaine Bouzeron Aligot",22.44,32.99,750,36,807.84,25,824.75,263.92,2.8,144929.24,16.91,2.05,0.694,1.021
1392,"CONSTELLATION BRANDS INC",4525,"Paul Masson Peach Brandy",6.15,7.99,750,131,805.65,143,1142.57,95.88,112.61,79528.99,336.92,29.488,1.092,1.418
7153,"PINE STATE TRADING CO",39689,"Hahn Meritage Central Coast",8.66,12.99,750,93,805.38,466,7684.34,4073.03,51.82,15884.82,6878.96,89.519,5.011,9.541
90024,"VINILANDIA USA",23926,"St Paul's Pnt Nr Alto Aldige",13.42,19.99,750,60,805.2,60,1199.4,99.95,6.75,2802.64,394.2,32.866,1,1.49
660,"SAZERAC NORTH AMERICA INC.",113,"Mr Boston Cr de Cacao Brown",4.84,6.49,1000,166,803.44,182,1181.18,941.05,191.1,17932.33,377.74,31.98,1.096,1.47
10754,"PERFECTA WINES",43790,"Oakhurst Happy Camper Chard",7.43,10.99,750,108,802.44,90,989.1,142.87,10.11,28720.52,186.66,18.872,0.833,1.233
3252,"E & J GALLO WINERY",19370,"Barefoot Perfectly Pink",3.94,5.99,750,203,799.82,193,1145.57,675.86,21.41,61966.91,345.75,30.181,0.951,1.432
90024,"VINILANDIA USA",19648,"Dachshund Rsl",8.96,14.99,750,89,797.44,330,4716.7,2865.01,36.62,2802.64,3919.26,83.093,3.708,5.915
4425,"MARTIGNETTI COMPANIES",21383,"Barkan Clsc Chard",9.26,13.99,750,86,796.36,85,1189.15,643.54,9.46,144929.24,392.79,33.031,0.988,1.493
2000,"SOUTHERN WINE & SPIRITS NE",24331,"Ch Talbot St-Julien 12 GCC",39.6,60.99,750,20,792,96,5855.04,3354.45,10.65,19016.59,5063.04,86.473,4.8,7.393
4425,"MARTIGNETTI COMPANIES",39084,"Hamilton Russell Chard",14.66,21.99,750,54,791.64,54,1133.46,272.87,6.07,144929.24,341.82,30.157,1,1.432
3950,"HOOD RIVER DISTILLERS, Inc.",194,"Yazi Ginger Vodka",22.55,29.99,750,35,789.25,43,1289.57,599.8,33.88,117.52,500.32,38.797,1.229,1.634
10754,"PERFECTA WINES",22399,"Truchard Vyds The Shepard Rd",13.15,19.99,750,60,789,43,917.57,675.68,4.76,28720.52,128.57,14.012,0.717,1.163
10754,"PERFECTA WINES",23151,"Ch La Bouree Castillion Brdx",12.49,18.99,750,63,786.87,120,2216.8,1655.1,13.27,28720.52,1429.93,64.504,1.905,2.817
2000,"SOUTHERN WINE & SPIRITS NE",35864,"Stella Pinot Grigio Umbria",7.28,10.99,1500,108,786.24,108,1186.92,76.93,24.3,19016.59,400.68,33.758,1,1.51
7153,"PINE STATE TRADING CO",20918,"LAN Rioja Reserva",13.1,18.99,750,60,786,48,809.52,107.94,5.39,15884.82,23.52,2.905,0.8,1.03
10754,"PERFECTA WINES",23777,"Ch Smith Haut Lafitte 12 Whi",87.16,128.99,750,9,784.44,30,3869.7,1547.88,3.36,28720.52,3085.26,79.729,3.333,4.933
9165,"ULTRA BEVERAGE COMPANY LLP",12353,"Mercer Merlot",13.07,19.99,750,60,784.2,87,1739.13,839.58,9.69,68054.7,954.93,54.908,1.45,2.218
7153,"PINE STATE TRADING CO",25364,"Cyrus Alexander Vly",65.35,99.99,1500,12,784.2,12,1199.88,199.98,2.7,15884.82,415.68,34.643,1,1.53
10754,"PERFECTA WINES",18437,"Charles Smith King Coal Red",65.35,99.99,750,12,784.2,12,1199.88,99.99,1.35,28720.52,415.68,34.643,1,1.53
10754,"PERFECTA WINES",24055,"La Volpe Pnt Grigio",9.33,13.99,750,84,783.72,84,1127.16,81.94,9.45,28720.52,343.44,30.469,1,1.438
4425,"MARTIGNETTI COMPANIES",14031,"Annabella Cab Svgn Napa",10.59,15.99,750,74,783.66,65,1039.35,335.79,7.28,144929.24,255.69,24.601,0.878,1.326
8673,"STE MICHELLE WINE ESTATES",31323,"Villa Maria Clr Slct Svgn Bl",10.88,15.99,750,72,783.36,52,831.48,47.97,5.85,15919.7,48.12,5.787,0.722,1.061
17035,"PERNOD RICARD USA",14417,"Jacobs Crk Moscato",5.44,7.99,750,144,783.36,135,944.65,155.78,15.17,123780.22,161.29,17.074,0.938,1.206
90024,"VINILANDIA USA",19807,"Mont Gravet Colombard",7.18,10.99,750,109,782.62,92,1011.08,164.85,10.34,2802.64,228.46,22.596,0.844,1.292
7749,"R.P.IMPORTS INC",19061,"Ch Olivier Pessac-Leognan 10",33.99,50.99,750,23,781.77,66,3365.34,1937.62,7.34,91.5,2583.57,76.77,2.87,4.305
9552,"M S WALKER INC",24557,"Dom La Fage Tess Carignan VV",8.78,12.99,750,89,781.42,112,1454.88,480.63,12.54,55551.82,673.46,46.29,1.258,1.862
9165,"ULTRA BEVERAGE COMPANY LLP",18276,"Cecchi Coevo Wood",35.48,54.99,750,22,780.56,82,4859.18,2889.52,9.1,68054.7,4078.62,83.936,3.727,6.225
9552,"M S WALKER INC",25179,"Grahams 1977 Vintage Port",129.79,195.99,750,6,778.74,11,2155.89,1175.94,1.23,55551.82,1377.15,63.878,1.833,2.768
4692,"KOBRAND CORPORATION",24725,"Nozzole Vineto Il Pareto",40.9,62.99,750,19,777.1,21,1322.79,944.85,2.32,9139.38,545.69,41.253,1.105,1.702
8004,"SAZERAC CO INC",2664,"Firefly Moonshine",10.5,16.99,750,74,777,292,4233.58,2929.48,230.23,50293.62,3456.58,81.647,3.946,5.449
1392,"CONSTELLATION BRANDS INC",8422,"Paul Masson Carafe Wh Znfdl",3.08,4.49,1000,252,776.16,276,1467.24,190.15,41.4,79528.99,691.08,47.101,1.095,1.89
1003,"BRONCO WINE COMPANY",42439,"Crane Lake Chard Cal",6.16,8.99,1500,126,776.16,105,943.95,224.75,23.57,10.53,167.79,17.775,0.833,1.216
5992,"MCCORMICK DISTILLING CO",8518,"Ke Ke Beach",8.91,11.49,750,87,775.17,86,988.14,402.15,67.7,1567.85,212.97,21.553,0.989,1.275
9552,"M S WALKER INC",19789,"Atalon Svgn Bl Napa Valley",12.9,19.99,750,60,774,106,2118.94,1559.22,11.72,55551.82,1344.94,63.472,1.767,2.738
9165,"ULTRA BEVERAGE COMPANY LLP",18651,"Alexana Pnt Nr Willamette",12.9,19.99,750,60,774,40,919.6,551.76,4.45,68054.7,145.6,15.833,0.667,1.188
9552,"M S WALKER INC",38853,"Salmon Creek Chard Cal",3.39,4.99,750,228,772.92,208,1037.92,314.37,23.28,55551.82,265,25.532,0.912,1.343
653,"STATE WINE & SPIRITS",18976,"Evolucio Fermint Tokaj",8.05,11.99,750,96,772.8,105,1131.95,408.62,11.74,8014.98,359.15,31.728,1.094,1.465
3960,"DIAGEO NORTH AMERICA INC",188,"Capt Morgan Parrot Bay Mango",11.19,14.99,1000,69,772.11,69,1034.31,119.92,72.45,257032.07,262.2,25.35,1,1.34
4425,"MARTIGNETTI COMPANIES",21160,"Nyers Vyds Vista Luna Znfdl",14.56,27.99,750,53,771.68,141,3100.59,2067.06,15.62,144929.24,2328.91,75.112,2.66,4.018
9744,"FREDERICK WILDMAN & SONS",26889,"Jaboulet Crozes Hermitage L",11.68,17.99,750,66,770.88,87,1717.13,547.72,9.72,3999.93,946.25,55.106,1.318,2.227
9165,"ULTRA BEVERAGE COMPANY LLP",38641,"Opici Marsala Cal",9.26,13.99,1500,83,768.58,67,937.33,181.87,15.06,68054.7,168.75,18.003,0.807,1.22
9165,"ULTRA BEVERAGE COMPANY LLP",23616,".nparalleled Svgn Blanc",5.36,7.99,750,143,766.48,137,1094.63,415.48,15.32,68054.7,328.15,29.978,0.958,1.428
1587,"VINEYARD BRANDS INC",23069,"Delamotte Bl de Bl Brut",16.66,24.99,375,46,766.36,132,3298.68,1049.58,7.53,6070.09,2532.32,76.768,2.87,4.304
4425,"MARTIGNETTI COMPANIES",23071,"Rombauer Vyds Chard Carneros",11.76,17.99,375,65,764.4,77,1385.23,647.64,4.4,144929.24,620.83,44.818,1.185,1.812
9165,"ULTRA BEVERAGE COMPANY LLP",15850,"Sextant Znfdl",4.86,7.29,750,157,763.02,157,1144.53,379.08,17.56,68054.7,381.51,33.333,1,1.5
516,"BANFI PRODUCTS CORP",26069,"Sartori Bardolino Chiaretto",10.59,15.99,750,72,762.48,72,1151.28,63.96,8.08,8510.41,388.8,33.771,1,1.51
3252,"E & J GALLO WINERY",31496,"Barefoot Svgn Bl Cal",3.37,4.99,750,226,761.62,186,1119.24,321.25,20.79,61966.91,357.62,31.952,0.823,1.47
17035,"PERNOD RICARD USA",1181,"Kahlua Peppermint Mocha",11.02,13.99,750,69,760.38,361,7055.39,5006.45,284.64,123780.22,6295.01,89.223,5.232,9.279
